Start Time,09/07/2017 11:50,End Time,09/07/2017  17:00:00 PM,,,,,,where are these?,,,,,,,Interval,,,,,
42985.54792,100,1.019745946,100,-0.000423435,-0.0230592,100,-0.024980141,0.999299109,58.34524918,0,98.59806824,-1.246083021,0.001176453,-1.246083021,1.457137942,1.267969966,-1.288879037,0,2.390000105,1475,30
42985.54793,100,1.019745946,100,-0.00042345,-0.023111001,100,-0.024975671,0.999404311,58.50022888,0,98.60045624,-1.246083021,0.001142883,-1.246083021,1.457147956,1.266523957,-1.288879037,0,2.410000086,1475,30
42985.54794,100,1.019745946,100,-0.000423465,-0.023162801,100,-0.0249712,0.999509573,58.42869949,0,98.60283661,-1.246083975,0.001109314,-1.246083975,1.457157969,1.265079021,-1.288879037,0,2.059999943,1475,30
42985.54795,100,1.020261049,100,-0.00042348,-0.023214599,100,-0.024966739,0.999614775,58.3571701,0,98.60521698,-1.246083975,0.001075745,-1.246083975,1.457167983,1.263633013,-1.288879037,0,2.470000029,1475,30
42985.54796,100,1.020931959,100,-0.000423496,-0.023266399,100,-0.024962271,0.999719977,58.28564835,0,98.60759735,-1.246083975,0.001744952,-1.246083975,1.457177997,1.262187004,-1.288879037,0,2.460000038,1475,30
42985.54797,100,1.021602988,100,-0.000423511,-0.023318199,100,-0.0249578,0.999825299,58.38459015,0,98.60999298,-1.246083975,0.002414159,-1.246083975,1.45718801,1.260741949,-1.288879037,0,2.150000095,1475,30
42985.54799,100,1.021602988,100,-0.000423525,-0.023463421,100,-0.02495333,0.99993062,58.48353958,0,98.61237335,-1.246083975,0.003083366,-1.246083975,1.457198024,1.25929594,-1.288879037,0,2.400000095,1475,30
42985.548,100,1.021602988,100,-0.000423541,-0.02360864,100,-0.02494886,1.000036001,58.38459015,0,98.61476135,-1.246083975,0.003752572,-1.246083975,1.457208037,1.260022998,-1.288879037,0,1.99000001,1475,30
42985.54801,100,1.021602988,100,-0.000423555,-0.02375387,100,-0.024944389,1.000141025,58.28564835,0,98.61714172,-1.246083975,0.004421779,-1.246083975,1.457159996,1.260750055,-1.288879037,0,2.299999952,1475,30
42985.54802,100,1.021602988,100,-0.000423571,-0.02389909,100,-0.02493993,1.001170993,58.3571701,0,98.61952972,-1.246083975,0.005090986,-1.246083975,1.457152963,1.266085982,-1.288879037,0,2.329999924,1475,30
42985.54803,100,1.021602988,100,-0.000423586,-0.024044311,100,-0.02493546,1.001170993,58.42869949,0,98.6219101,-1.246085048,0.005760192,-1.246085048,1.457147002,1.271422029,-1.288879037,0,1.899999976,1475,30
42985.54804,100,1.021602988,100,-0.000423601,-0.02418953,100,-0.024930989,1.001170993,58.50022888,0,98.6242981,-1.246085048,0.0064294,-1.246085048,1.457139969,1.273450017,-1.288879037,0,1.980000019,1475,30
42985.54806,100,1.021602988,100,-0.000423616,-0.024334749,100,-0.024926521,1.001170993,58.44300079,0,98.62667847,-1.246085048,0.007098606,-1.246085048,1.457134008,1.275478005,-1.288879037,0,2.480000019,1475,30
42985.54807,100,1.021602988,100,-0.000423631,-0.02447998,100,-0.024922051,1.001170993,58.38578033,0,98.62906647,-1.246085048,0.007767813,-1.246085048,1.457126975,1.273295045,-1.288879037,0,2.49000001,1475,30
42985.54808,100,1.022590041,100,-0.000423646,-0.024625201,100,-0.02491758,1.001170993,58.44062042,0,98.63144684,-1.246085048,0.00843702,-1.246085048,1.457119942,1.271111965,-1.288879037,0,2.160000086,1475,30
42985.54809,100,1.022758007,100,-0.000423661,-0.02477042,100,-0.024913119,1.001170993,58.49546051,0,98.63382721,-1.246085048,0.009106226,-1.246085048,1.457113981,1.269505978,-1.288879037,0,2.359999895,1475,30
42985.5481,100,1.022925019,100,-0.000423676,-0.024915639,100,-0.024908651,1.001170993,58.38935852,0,98.63622284,-1.246085048,0.009775433,-1.246085048,1.457106948,1.26789999,-1.288879037,0,2.019999981,1475,30
42985.54811,100,1.023092985,100,-0.000423691,-0.02506087,100,-0.02490418,1.001170993,58.28326035,0,98.63860321,-1.246085048,0.01044464,-1.246085048,1.457100034,1.268156052,-1.288877964,0,2.400000095,1475,30
42985.54813,100,1.023259997,100,-0.000423706,-0.025206091,100,-0.02489971,1.001170993,58.39294052,0,98.64098358,-1.246085048,0.008740233,-1.246085048,1.457093954,1.26841104,-1.288877964,0,2.190000057,1475,30
42985.54814,100,1.023427963,100,-0.000423721,-0.02535131,100,-0.02489524,1.001315951,58.50260925,0,98.64337158,-1.246086001,0.007035827,-1.246086001,1.45708704,1.267279029,-1.288877964,0,2.150000095,1475,30
42985.54815,100,1.023596048,100,-0.000423736,-0.025496529,100,-0.024890769,1.001744032,58.43107986,0,98.64575195,-1.246086001,0.00533142,-1.246086001,1.45708096,1.266145945,-1.288877964,0,1.899999976,1475,30
42985.54816,100,1.023762941,100,-0.000423751,-0.025641751,100,-0.024886301,1.002171993,58.35955048,0,98.64813995,-1.246086001,0.003627013,-1.246086001,1.457074046,1.265014052,-1.288877964,0,2.309999943,1475,30
42985.54817,100,1.023931026,100,-0.000423766,-0.025786979,100,-0.02488184,1.002599955,58.28802872,0,98.65052032,-1.246086001,0.001922607,-1.246086001,1.457067013,1.266440988,-1.288877964,0,2.269999981,1475,30
42985.54818,100,1.024098039,100,-0.000423781,-0.0259322,100,-0.024877369,1.003028035,58.39054871,0,98.64914703,-1.246086001,0.001875305,-1.246086001,1.457061052,1.271123052,-1.288877964,0,2.470000029,1475,30
42985.54819,100,1.024266005,100,-0.000423796,-0.02607742,100,-0.024872901,1.003028035,58.39651108,0,98.64777374,-1.246086001,0.001828003,-1.246086001,1.457054019,1.273084044,-1.288877964,0,2.210000038,1475,30
42985.54821,100,1.025318027,100,-0.000423811,-0.026222641,100,-0.024868431,1.003028035,58.40246964,0,98.64639282,-1.246086001,0.0017807,-1.246086001,1.457046986,1.270562053,-1.288877964,0,2.369999886,1475,30
42985.54822,100,1.025318027,100,-0.000423826,-0.026367869,100,-0.02486396,1.003028035,58.29994965,0,98.64501953,-1.246086001,0.001733398,-1.246086001,1.457041025,1.266239047,-1.288877964,0,2.319999933,1475,30
42985.54823,100,1.025318027,100,-0.000423841,-0.02651309,100,-0.024859499,1.004770041,58.37466049,0,98.64364624,-1.246086001,0.001686096,-1.246086001,1.457033992,1.261916041,-1.288877964,0,1.970000029,1475,30
42985.54824,100,1.025318027,100,-0.000423856,-0.02665831,100,-0.024855031,1.004770041,58.44935989,0,98.64227295,-1.246086001,0.001658121,-1.246086001,1.457028031,1.260133982,-1.288877964,0,2.359999895,1475,30
42985.54825,100,1.025318027,100,-0.000423871,-0.026803531,100,-0.02485056,1.00474894,58.52407074,0,98.64089203,-1.246086955,0.001630147,-1.246086955,1.457020998,1.258352041,-1.288877964,0,2.130000114,1475,30
42985.54826,100,1.025318027,100,-0.000423886,-0.026948759,100,-0.02484609,1.004727006,58.47280884,0,98.63951874,-1.246086955,0.001602173,-1.246086955,1.457013965,1.257029057,-1.288877964,0,1.860000014,1475,30
42985.54828,100,1.025318027,100,-0.000423901,-0.02709398,100,-0.02484162,1.004706025,58.42155075,0,98.63815308,-1.246086955,0.001574198,-1.246086955,1.457008004,1.255704999,-1.288877964,0,1.960000038,1475,30
42985.54829,100,1.025318027,100,-0.000423916,-0.0272392,100,-0.024837149,1.004683971,58.51691818,0,98.6367569,-1.246086955,0.001546224,-1.246086955,1.457000971,1.253746033,-1.288877964,0,2.309999943,1475,30
42985.5483,100,1.025318027,100,-0.000423931,-0.02709163,100,-0.024832681,1.004662991,58.61228943,0,98.63539124,-1.246086955,0.001518249,-1.246086955,1.45699501,1.251786947,-1.288877964,0,2.329999924,1475,30
42985.54831,100,1.025318027,100,-0.000423946,-0.026944051,100,-0.02482822,1.00464201,58.50738144,0,98.63401794,-1.246086955,0.001490275,-1.246086955,1.456987977,1.252500057,-1.288877964,0,2.029999971,1475,30
42985.54832,100,1.025318027,100,-0.000423961,-0.026796481,100,-0.024823749,1.004619956,58.40246964,0,98.63263702,-1.246086955,0.0014623,-1.246086955,1.456980944,1.253214002,-1.288877964,0,2.390000105,1475,30
42985.54833,100,1.025318027,100,-0.000423976,-0.0266489,100,-0.024819279,1.004598975,58.44380188,0,98.63126373,-1.246086955,0.001434326,-1.246086955,1.456974983,1.253926992,-1.288877964,0,2.369999886,1475,30
42985.54834,100,1.025318027,100,-0.000423991,-0.02650133,100,-0.024814811,1.004577041,58.48511887,0,98.62989044,-1.246088028,0.001406352,-1.246088028,1.45696795,1.257120013,-1.288877964,0,2.470000029,1475,30
42985.54836,100,1.025318027,100,-0.000424006,-0.02635375,100,-0.02481034,1.004555941,58.52645111,0,98.62851715,-1.246088028,0.001378377,-1.246088028,1.456961036,1.260311961,-1.288877964,0,2.210000038,1475,30
42985.54837,100,1.025318027,100,-0.000424021,-0.02620618,100,-0.02480587,1.00453496,58.50658035,0,98.62713623,-1.246088028,0.001350403,-1.246088028,1.456954956,1.263504982,-1.288877964,0,2.140000105,1475,30
42985.54838,100,1.025318027,100,-0.000424036,-0.026058599,100,-0.024801411,1.004513025,58.48672104,0,98.62576294,-1.246088028,0.001322428,-1.246088028,1.456948042,1.266697049,-1.288877964,0,2.230000019,1475,30
42985.54839,100,1.025318027,100,-0.000424051,-0.025911029,100,-0.02479694,1.004492044,58.46685028,0,98.62438965,-1.246088028,0.001294454,-1.246088028,1.456941009,1.267773986,-1.288877964,0,2.25999999,1475,30
42985.5484,100,1.025318027,100,-0.000424066,-0.02576346,100,-0.02479247,1.004469991,58.45433044,0,98.62301636,-1.246088028,0.001266479,-1.246088028,1.456935048,1.268851042,-1.288877964,0,1.960000038,1475,30
42985.54841,100,1.025318027,100,-0.000424081,-0.02561588,100,-0.024788,1.00444901,58.44181061,0,98.62164307,-1.246088028,0.001238505,-1.246088028,1.456928015,1.269927979,-1.28887701,0,2.480000019,1475,30
42985.54843,100,1.025318027,100,-0.000424096,-0.02546831,100,-0.024783529,1.004428029,58.4292984,0,98.62026215,-1.246088028,0.00121053,-1.246088028,1.456922054,1.271005034,-1.28887701,0,2.400000095,1475,30
42985.54844,100,1.025318027,100,-0.000424111,-0.025320729,100,-0.024779061,1.004405975,58.41677856,0,98.61888885,-1.246088028,0.001182556,-1.246088028,1.456915021,1.272081971,-1.28887701,0,2.059999943,1475,30
42985.54845,100,1.025318027,100,-0.000424126,-0.025173159,100,-0.0247746,1.004384995,58.41757965,0,98.61752319,-1.246088982,0.001154582,-1.246088982,1.456907988,1.271810055,-1.28887701,0,2.450000048,1475,30
42985.54846,100,1.025318027,100,-0.000424141,-0.02502558,100,-0.024770129,1.004362941,58.41836929,0,98.61612701,-1.246088982,0.001126607,-1.246088982,1.456902027,1.271538019,-1.28887701,0,1.919999957,1475,30
42985.54847,100,1.025318027,100,-0.000424156,-0.02487801,100,-0.024765659,1.00434196,58.41917038,0,98.61476135,-1.246088982,0.001098633,-1.246088982,1.456894994,1.271265984,-1.28887701,0,2.059999943,1475,30
42985.54848,100,1.025318027,100,-0.000424171,-0.024730431,100,-0.024761191,1.003108025,58.41976929,0,98.6624527,-1.246088982,0.001070658,-1.246088982,1.456889033,1.270992994,-1.28887701,0,2.160000086,1475,30
42985.5485,100,1.025318027,100,-0.000424186,-0.024582859,100,-0.02475672,1.003108025,58.42036057,0,98.66285706,-1.246088982,0.001042684,-1.246088982,1.456882,1.270720959,-1.28887701,0,1.929999948,1475,30
42985.54851,100,1.025318027,100,-0.000424201,-0.02473616,100,-0.02475225,1.003023028,58.42095947,0,98.66327667,-1.246088982,0.001014709,-1.246088982,1.456874967,1.270449042,-1.28887701,0,2,1475,30
42985.54852,100,1.025318027,100,-0.000424216,-0.024889469,100,-0.024747791,1.002938986,58.42155075,0,98.66368866,-1.246088982,0.000986735,-1.246088982,1.456869006,1.270269036,-1.28887701,0,2.269999981,1475,30
42985.54853,100,1.025318027,100,-0.000424231,-0.02504278,100,-0.02474332,1.00285399,58.44599152,0,98.66410065,-1.246088982,0.00095876,-1.246088982,1.456861973,1.27008903,-1.28887701,0,2.420000076,1475,30
42985.54854,100,1.025231004,100,-0.000424246,-0.025196079,100,-0.02473885,1.002768993,58.47042084,0,98.66451263,-1.246088982,0.000930786,-1.246088982,1.456855059,1.269907951,-1.28887701,0,1.889999986,1475,30
42985.54855,100,1.024345994,100,-0.000424261,-0.02534939,100,-0.02473438,1.002684951,58.4948616,0,98.66491699,-1.246088982,0.000902811,-1.246088982,1.456848979,1.269727945,-1.28887701,0,2.109999895,1475,30
42985.54856,100,1.023460984,100,-0.000424276,-0.025502689,100,-0.024729909,1.002599955,58.51929855,0,98.66533661,-1.246090055,0.000874837,-1.246090055,1.456841946,1.269548059,-1.28887701,0,2.109999895,1475,30
42985.54858,100,1.023460984,100,-0.000424291,-0.025656,100,-0.024725441,1.001345038,58.47042084,0,98.66575623,-1.246090055,0.000846863,-1.246090055,1.456835985,1.268831968,-1.28887701,0,1.929999948,1475,30
42985.54859,100,1.023460984,100,-0.000424306,-0.02580931,100,-0.02472098,1.001345038,58.42155075,0,98.66616821,-1.246090055,0.000818888,-1.246090055,1.456828952,1.268115044,-1.28887701,0,2,1475,30
42985.5486,100,1.023306012,100,-0.000424321,-0.02596261,100,-0.02471651,1.00118506,58.44937134,0,98.6665802,-1.246090055,0.000790914,-1.246090055,1.456822038,1.267398953,-1.28887701,0,2.339999914,1475,30
42985.54861,100,1.02315104,100,-0.000424336,-0.02611592,100,-0.024712039,1.001026034,58.47718048,0,98.66699219,-1.246090055,0.000762939,-1.246090055,1.456815958,1.268008947,-1.28887701,0,2.24000001,1475,30
42985.54862,100,1.022995949,100,-0.000424351,-0.02626922,100,-0.024707571,1.000866055,58.50500107,0,98.66739655,-1.246090055,0.000734965,-1.246090055,1.456809044,1.270838022,-1.28887701,0,2.400000095,1475,30
42985.54863,100,1.02284205,100,-0.000424366,-0.02642253,100,-0.0247031,1.000705957,58.39532089,0,98.66782379,-1.246090055,0.00070699,-1.246090055,1.456802011,1.273668051,-1.28887701,0,2.160000086,1475,30
42985.54865,100,1.022686958,100,-0.000424381,-0.026575839,100,-0.02469863,1.000547051,58.50857162,0,98.66822815,-1.246090055,0.000679016,-1.246090055,1.45679605,1.27481699,-1.28887701,0,2.170000076,1475,30
42985.54866,100,1.022531986,100,-0.000424396,-0.02672914,100,-0.024694171,1.000386953,58.62181854,0,98.66864014,-1.246091008,0.000651042,-1.246091008,1.456789017,1.275966048,-1.28887701,0,2.180000067,1475,30
42985.54867,100,1.022377014,100,-0.000424411,-0.026882449,100,-0.0246897,1.000228047,58.55904007,0,98.66905212,-1.246091008,0.000623067,-1.246091008,1.456783056,1.281067014,-1.28887701,0,1.970000029,1475,30
42985.54868,100,1.022222042,100,-0.000424426,-0.02703575,100,-0.02468523,1.000067949,58.49625015,0,98.66945648,-1.246091008,0.000595093,-1.246091008,1.456776023,1.286167979,-1.28887701,0,2.339999914,1475,30
42985.54869,100,1.022068024,100,-0.000424441,-0.027189059,100,-0.02468076,0.999328077,58.43347168,0,98.66988373,-1.246091008,0.000567118,-1.246091008,1.45676899,1.285452008,-1.28887701,0,2.410000086,1475,30
42985.5487,100,1.021913052,100,-0.000424456,-0.02734236,100,-0.024676289,0.999325991,58.49546051,0,98.67028809,-1.246091008,0.000539144,-1.246091008,1.456763029,1.284736037,-1.28887701,0,2.460000038,1475,30
42985.54872,100,1.02175796,100,-0.000424471,-0.027495669,100,-0.024671821,0.999324024,58.55744934,0,98.6707077,-1.246091008,0.000511169,-1.246091008,1.456755996,1.282134056,-1.28887701,0,2.069999933,1475,30
42985.54873,100,1.021602988,100,-0.000424486,-0.02764898,100,-0.024667351,0.999321878,58.61943817,0,98.67111969,-1.246091008,0.000495911,-1.246091008,1.456750035,1.279531956,-1.28887701,0,2.150000095,1475,30
42985.54874,100,1.019775033,100,-0.000424501,-0.027802279,100,-0.02466289,0.999319792,58.45492935,0,98.67153168,-1.246091008,0.000480652,-1.246091008,1.456743002,1.278246045,-1.28887701,0,2.180000067,1475,30
42985.54875,100,1.019775033,100,-0.000424517,-0.02795559,100,-0.024658419,0.999317706,58.48910141,0,98.67194366,-1.246091008,0.000467301,-1.246091008,1.456735969,1.276960969,-1.288876057,0,1.980000019,1475,30
42985.54876,100,1.019585013,100,-0.000424531,-0.028108889,100,-0.024653951,0.999315679,58.5232811,0,98.67236328,-1.246091008,0.000453949,-1.246091008,1.456730008,1.272665024,-1.288876057,0,2.400000095,1475,30
42985.54877,100,1.019394994,100,-0.000424547,-0.0282622,100,-0.02464948,0.999313593,58.55744934,0,98.67276764,-1.246091962,0.000440598,-1.246091962,1.456722975,1.268368006,-1.288876057,0,2.359999895,1475,30
42985.54878,100,1.019204021,100,-0.000424561,-0.028078759,100,-0.02464501,0.998109102,58.54076004,0,98.67317963,-1.246091962,0.000427246,-1.246091962,1.456715941,1.264071941,-1.288876057,0,2.410000086,1475,30
42985.5488,100,1.019014001,100,-0.000424576,-0.027895311,100,-0.024640551,0.998109102,58.52407074,0,98.67359161,-1.246091962,0.000413895,-1.246091962,1.456709981,1.259775996,-1.288876057,0,2,1475,30
42985.54881,100,1.018823981,100,-0.000424592,-0.02771187,100,-0.02463608,0.997956216,58.50738144,0,98.6740036,-1.246091962,0.000400543,-1.246091962,1.456702948,1.259860039,-1.288876057,0,1.899999976,1475,30
42985.54882,100,1.018690944,100,-0.000424607,-0.02752842,100,-0.02463161,0.997803271,58.51657867,0,98.67442322,-1.246091962,0.000387192,-1.246091962,1.456696987,1.26642096,-1.288876057,0,1.879999995,1475,30
42985.54883,100,1.018558025,100,-0.000424622,-0.027344979,100,-0.02462714,0.997650385,58.52576828,0,98.67482758,-1.246091962,0.00037384,-1.246091962,1.456689954,1.272982001,-1.288876057,0,2.029999971,1475,30
42985.54884,100,1.018424988,100,-0.000424637,-0.027161529,100,-0.024622669,0.997497618,58.53496933,0,98.67523956,-1.246091962,0.000360489,-1.246091962,1.45668304,1.276046038,-1.288876057,0,2.200000048,1475,30
42985.54885,100,1.01829195,100,-0.000424652,-0.02697809,100,-0.024618199,0.997344673,58.54415894,0,98.67565155,-1.246091962,0.000347138,-1.246091962,1.45667696,1.279111028,-1.288876057,0,2.230000019,1475,30
42985.54887,100,1.018159032,100,-0.000424667,-0.02679465,100,-0.024613731,0.997191787,58.55335999,0,98.67607117,-1.246091962,0.000333786,-1.246091962,1.456670046,1.282174945,-1.288876057,0,2.119999886,1475,30
42985.54888,100,1.018025994,100,-0.000424682,-0.0266112,100,-0.02460927,0.997038901,58.56254959,0,98.67648315,-1.246093035,0.000320435,-1.246093035,1.456663013,1.282109022,-1.288876057,0,2.059999943,1475,30
42985.54889,100,1.017892957,100,-0.000424697,-0.026427761,100,-0.024604799,0.996886015,58.57175064,0,98.67690277,-1.246093035,0.000489418,-1.246093035,1.456657052,1.282042027,-1.288876057,0,1.889999986,1475,30
42985.5489,100,1.017760038,100,-0.000424712,-0.026244311,100,-0.024600331,0.996733129,58.5669899,0,98.67730713,-1.246093035,0.0006584,-1.246093035,1.456650019,1.279772043,-1.288876057,0,2.230000019,1475,30
42985.54891,100,1.017627001,100,-0.000424727,-0.02606087,100,-0.02459586,0.996580184,58.56222153,0,98.67771912,-1.246093035,0.000827383,-1.246093035,1.456644058,1.277500987,-1.288876057,0,1.980000019,1475,30
42985.54892,100,1.017493963,100,-0.000424742,-0.025877429,100,-0.02459139,0.996427417,58.67665863,0,98.6781311,-1.246093035,0.000996366,-1.246093035,1.456637025,1.275231004,-1.288876057,0,2.140000105,1475,30
42985.54894,100,1.017361045,100,-0.000424757,-0.025693979,100,-0.02458692,0.996274471,58.61307907,0,98.67854309,-1.246093035,0.00116535,-1.246093035,1.456629992,1.274497986,-1.288876057,0,2,1475,30
42985.54895,100,1.017228007,100,-0.000424772,-0.02551054,100,-0.024582461,0.996121585,58.54949951,0,98.67896271,-1.246093035,0.001334332,-1.246093035,1.456624031,1.273764968,-1.288876057,0,1.929999948,1475,30
42985.54896,100,1.01709497,100,-0.000424787,-0.02532709,100,-0.02457799,0.995968699,58.48591995,0,98.67936707,-1.246093035,0.001503315,-1.246093035,1.456616998,1.275362015,-1.288876057,0,2.450000048,1475,30
42985.54897,100,1.016962051,100,-0.000424802,-0.025143649,100,-0.02457352,0.995598614,58.51351166,0,98.67977905,-1.246093988,0.001672298,-1.246093988,1.456609964,1.276958942,-1.288876057,0,2.470000029,1475,30
42985.54898,100,1.016829014,100,-0.000424817,-0.024960211,100,-0.024569049,0.995676219,58.54109955,0,98.68019104,-1.246093988,0.001841281,-1.246093988,1.456604004,1.28123796,-1.288876057,0,2.049999952,1475,30
42985.54899,100,1.016695976,100,-0.000424832,-0.02477676,100,-0.024564579,0.995753825,58.56867981,0,98.68060303,-1.246093988,0.002010264,-1.246093988,1.456596971,1.288243055,-1.288876057,0,2.019999981,1475,30
42985.549,100,1.016563058,100,-0.000424847,-0.02459332,100,-0.024560111,0.99583137,58.59627914,0,98.68102264,-1.246093988,0.002179247,-1.246093988,1.45659101,1.291149974,-1.288876057,0,2.299999952,1475,30
42985.54902,100,1.01643002,100,-0.000424862,-0.02440987,100,-0.02455565,0.995908916,58.62385941,0,98.681427,-1.246093988,0.00234823,-1.246093988,1.456583977,1.285581946,-1.288876057,0,2.150000095,1475,30
42985.54903,100,1.016296983,100,-0.000424877,-0.024226431,100,-0.024551179,0.995986521,58.65145111,0,98.68184662,-1.246093988,0.002517213,-1.246093988,1.456576943,1.280014038,-1.288876057,0,2.160000086,1475,30
42985.54904,100,1.016163945,100,-0.000424892,-0.02404299,100,-0.024546711,0.996064126,58.679039,0,98.68225861,-1.246093988,0.002686196,-1.246093988,1.456570983,1.274446011,-1.288876057,0,2.029999971,1475,30
42985.54905,100,1.016031027,100,-0.000424907,-0.02385954,100,-0.02454224,0.996141672,58.50976944,0,98.68267059,-1.246093988,0.002855179,-1.246093988,1.45656395,1.270009041,-1.288874984,0,2.190000057,1475,30
42985.54906,100,1.016154051,100,-0.000424922,-0.023676099,100,-0.02453777,0.996219277,58.5773201,0,98.68308258,-1.246093988,0.003024162,-1.246093988,1.456557989,1.265570998,-1.288874984,0,1.970000029,1475,30
42985.54907,100,1.016270041,100,-0.000424937,-0.023492649,100,-0.0245333,0.996296883,58.64487076,0,98.68348694,-1.246093988,0.003193145,-1.246093988,1.456550956,1.263136983,-1.288874984,0,2.339999914,1475,30
42985.54909,100,1.016384959,100,-0.000424952,-0.02330921,100,-0.024528829,0.996374428,58.71242142,0,98.68390656,-1.246094942,0.003362128,-1.246094942,1.456544042,1.26512897,-1.288874984,0,1.929999948,1475,30
42985.5491,100,1.01650095,100,-0.000424967,-0.02312577,100,-0.02452437,0.996451974,58.69095993,0,98.68286133,-1.246094942,0.003531111,-1.246094942,1.456537962,1.272289991,-1.288874984,0,1.870000005,1475,30
42985.54911,100,1.01661694,100,-0.000424982,-0.02294232,100,-0.0245199,0.996529579,58.66950989,0,98.68182373,-1.246094942,0.003700094,-1.246094942,1.456531048,1.279451966,-1.288874984,0,2,1475,30
42985.54912,100,1.016731977,100,-0.000424997,-0.022758881,100,-0.02451543,0.996607184,58.6480484,0,98.68077087,-1.246094942,0.003869077,-1.246094942,1.456524014,1.281039,-1.288874984,0,1.929999948,1475,30
42985.54913,100,1.016847968,100,-0.000425012,-0.022575431,100,-0.024510959,0.997202218,58.62659073,0,98.67973328,-1.246094942,0.00403806,-1.246094942,1.456518054,1.27857399,-1.288874984,0,2.299999952,1475,30
42985.54914,100,1.016963959,100,-0.000425027,-0.02239199,100,-0.024506491,0.997225285,58.68381119,0,98.67868042,-1.246094942,0.004207043,-1.246094942,1.456511021,1.27610898,-1.288874984,0,2.099999905,1475,30
42985.54916,100,1.017078996,100,-0.000425042,-0.022208549,100,-0.02450203,0.997248411,58.50738144,0,98.67764282,-1.246094942,0.004376026,-1.246094942,1.456504941,1.273645043,-1.288874984,0,2.160000086,1475,30
42985.54917,100,1.017194986,100,-0.000425057,-0.022025101,100,-0.024497559,0.997271478,58.53300858,0,98.67658997,-1.246094942,0.004545009,-1.246094942,1.456498027,1.271180034,-1.288874984,0,2.309999943,1475,30
42985.54918,100,1.017310977,100,-0.000425072,-0.02204161,100,-0.024493091,0.997294486,58.55863953,0,98.67553711,-1.246094942,0.004713992,-1.246094942,1.456490993,1.268715024,-1.288874984,0,2.319999933,1475,30
42985.54919,100,1.017426014,100,-0.000425087,-0.022058129,100,-0.02448862,0.997317612,58.58427048,0,98.67449188,-1.246096015,0.004882975,-1.246096015,1.456485033,1.264929056,-1.288874984,0,2.00999999,1475,30
42985.5492,100,1.017542005,100,-0.000425102,-0.02207464,100,-0.02448415,0.997340679,58.60990143,0,98.67344666,-1.246096015,0.005051958,-1.246096015,1.456478,1.261144042,-1.288874984,0,2.329999924,1475,30
42985.54921,100,1.017657995,100,-0.000425117,-0.02209115,100,-0.02447968,0.997363687,58.61148834,0,98.67240143,-1.246096015,0.005220941,-1.246096015,1.456470966,1.257357955,-1.288874984,0,1.840000033,1475,30
42985.54922,100,1.017773032,100,-0.000425132,-0.02210767,100,-0.024475221,0.997386813,58.61307907,0,98.6713562,-1.246096015,0.005389924,-1.246096015,1.456465006,1.25780499,-1.288874984,0,2.25,1475,30
42985.54924,100,1.017889023,100,-0.000425147,-0.022124181,100,-0.02447075,0.99740988,58.6146698,0,98.67031097,-1.246096015,0.005558907,-1.246096015,1.456457973,1.258250952,-1.288874984,0,2.450000048,1475,30
42985.54925,100,1.018005013,100,-0.000425162,-0.022140689,100,-0.02446628,0.997433007,58.61626053,0,98.66927338,-1.246096015,0.005727889,-1.246096015,1.456452012,1.258697987,-1.288874984,0,1.919999957,1475,30
42985.54926,100,1.01812005,100,-0.000425177,-0.022157211,100,-0.02446181,0.997456074,58.61785126,0,98.66822052,-1.246096015,0.005896872,-1.246096015,1.456444979,1.260077,-1.288874984,0,2.089999914,1475,30
42985.54927,100,1.018236041,100,-0.000425192,-0.022173719,100,-0.024457339,0.998907208,58.61943817,0,98.66718292,-1.246096015,0.006065855,-1.246096015,1.455729961,1.261456013,-1.288874984,0,2.210000038,1475,30
42985.54928,100,1.018537998,100,-0.000425207,-0.02219023,100,-0.024452871,0.998907208,58.6210289,0,98.66613007,-1.246096015,0.006234838,-1.246096015,1.455693007,1.259490013,-1.288874984,0,2.160000086,1475,30
42985.54929,100,1.018839955,100,-0.000425222,-0.02220674,100,-0.0244484,0.998936176,58.62261963,0,98.66507721,-1.246096969,0.006403822,-1.246096969,1.455657005,1.257524014,-1.288874984,0,2.230000019,1475,30
42985.54931,100,1.019142032,100,-0.000425237,-0.02222326,100,-0.024443939,0.998965323,58.62421036,0,98.66403961,-1.246096969,0.006572805,-1.246096969,1.455621004,1.255558968,-1.288874984,0,2.190000057,1475,30
42985.54932,100,1.019443989,100,-0.000425252,-0.022239771,100,-0.024439471,0.998994291,58.50738144,0,98.66298676,-1.246096969,0.006741788,-1.246096969,1.455584049,1.253592968,-1.288874984,0,2.210000038,1475,30
42985.54933,100,1.019745946,100,-0.000425267,-0.022256279,100,-0.024435,0.999023318,58.54235077,0,98.66194916,-1.246096969,0.006910771,-1.246096969,1.455548048,1.253651023,-1.288874984,0,2.099999905,1475,30
42985.54934,100,1.019745946,100,-0.000425282,-0.022272799,100,-0.02443053,0.999052286,58.5773201,0,98.6608963,-1.246096969,0.007079754,-1.246096969,1.455510974,1.258350968,-1.288874984,0,2.109999895,1475,30
42985.54935,100,1.019745946,100,-0.000425297,-0.02228931,100,-0.02442606,0.999081373,58.61228943,0,98.65985107,-1.246096969,0.007248736,-1.246096969,1.455474973,1.263051033,-1.288874984,0,2.450000048,1475,30
